id,sitename,filename,lat,lon,elevation,country,gcmd_location,author,pub_year,title,journal
340,Point Escuminac,PointEscuminac.Warner.1991.lpd,47.08,-64.8,29,Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence,Atlantic Ocean>North Atlantic Ocean>Gulf Of St Lawrence,"Warner, Barry G.; Tolonen, Kimmo; Tolonen, Mirjami",1991,"A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick",Canadian Journal of Earth Sciences
341,Poland Spring,PolandSpring.Jacobson.Ja.lpd,44.03,-70.35,94,North America>United States Of America>Maine,North America>United States Of America>Maine,"Jacobson, G.L., Jr.",1975,A palynological study of the history and ecology of white pine in Minnesota,NA
342,Poleva Cave,PolevaCave.Constantin.2007.lpd,44.7144,21.747,390,Europe>Eastern Europe>Romania,Europe>Eastern Europe>Romania,"Constantin, Silviu; Bojar, Ana-Voica; Lauritzen, Stein-Erik; Lundberg, Joyce",2007,"Holocene and Late Pleistocene climate in the sub-Mediterranean continental environment: A speleothem record from Poleva Cave (Southern Carpathians, Romania)","Palaeogeography, Palaeoclimatology, Palaeoecology"
343,Posy,Posy.Shafer.1989.lpd,37.94,-111.7,2653,North America>United States Of America>Utah,North America>United States Of America>Utah,"Shafer, D.S.",1989,The timing of late Quaternary monsoon precipitation maxima in the southwest United States,NA
344,Potrok Aike,PotrokAike.Massaferro.2013.lpd,-51.96,-70.38,113,South America>Argentina,South America>Argentina,"Massaferro, Julieta; Larocque-Tobler, Isabelle",2013,"Using a newly developed chironomid transfer function for reconstructing mean annual air temperature at Lake Potrok Aike, Patagonia, Argentina",Ecological Indicators
345,PP10-07,PP10-07.Mary.2016.lpd,43.677,-2.228,-1472,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Mary, Yannick; Eynaud, Fr̩d̩rique; Colin, Christophe; Rossignol, Linda; Brocheray, Sandra; Mojtahid, Meryem; Garcia, Jennifer; Peral, Marion; Howa, H̩l̬ne; Zaragosi, S̩bastien; Cremer, Michel",2016,Changes in Holocene meridional circulation and poleward Atlantic flow: The Bay of Biscay as a nodal point,Climate of the Past Discussions
346,Praz Rodet,PrazRodet.Shotyk.1997.lpd,46.57,6.17,1040,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Shotyk, W.; Cheburkin, A.K.; Appleby, P.G.; Fankhauser, A.; Kramers, J.D.",1997,"Lead in three peat bog profiles, Jura Mountains, Switzerland: Enrichment factors, isotopic composition, and chronology of atmospheric deposition","Water, Air, and Soil Pollution"
347,PSh-5159N,PSh-5159N.Risebrobakken.2011.lpd,71.35,22.6333,-422,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,"Risebrobakken, Bj  rg; Dokken, Trond; Smedsrud, Lars Henrik; Andersson, Carin; Jansen, Eystein; Moros, Matthias; Ivanova, Elena V.",2011,Early Holocene temperature variability in the Nordic Seas: The role of oceanic heat advection versus changes in orbital forcing,Paleoceanography
348,PTHE,PTHE.Self.2015.lpd,68.2033,92.1789,805,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Self, Angela E; Jones, Vivienne J; Brooks, Steve J",2015,Late Holocene environmental change in arctic western Siberia,The Holocene
349,Puerto de Los Tornos,PuertodeLosTornos.Penalba.1989.lpd,43.15,-3.43,920,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,"Penalba, M.C.",1989,Dynamique de vegetation tardiglaciaire et Holocene du centre-nord de l'Espagne d'apres l'analyse pollinique,NA
350,Pupuke Lake,PupukeChironomid.VandenBos.2018.lpd,-36.7803,174.7662,5,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"van den Bos, Valerie; Rees, Andrew; Newnham, Rewi; Vandergoes, Marcus; Wilmshurst, Janet; Augustinus, Paul",2018,"Holocene temperature, humidity and seasonality in northern New Zealand linked to Southern Hemisphere summer insolation",Quaternary Science Reviews
351,Pupuke Lake,PupukePollen.VandenBos.2018.lpd,-36.78,174.77,5,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"van den Bos, Valerie; Rees, Andrew; Newnham, Rewi; Vandergoes, Marcus; Wilmshurst, Janet; Augustinus, Paul",2018,"Holocene temperature, humidity and seasonality in northern New Zealand linked to Southern Hemisphere summer insolation",Quaternary Science Reviews
352,Puscizna Rekowianska,PusciznaRekowianska.Obidowicz.1993.lpd,49.48,19.82,656,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Obidowicz, A.",1993,Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years],Dokumentacja Geograficzna
353,Lake Qinghai,Qinghai.Hou.2016.lpd,36.8112,100.137,3192,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Hou, Juzhi; Huang, Yongsong; Zhao, Jiangtao; Liu, Zhonghui; Colman, Steve; An, Zhisheng",2016,Large Holocene summer temperature oscillations and impact on the peopling of the northeastern Tibetan Plateau,Geophysical Research Letters
354,Queens,Queens.Moser.1990.lpd,64.12,-110.57,480,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Moser, K.A.; MacDonald, G.M.",1990,"Holocene vegetation change at treeline north of Yellowknife, northwest Territories, Canada",Quaternary Research
355,Radtke,Radtke.Webb.1983.lpd,43.4,-88.1,274,North America>United States Of America>Wisconsin,North America>United States Of America>Wisconsin,"Webb, S.L.",1983,The Holocene extension of the range of American Beech (Fagus grandifolia) into Wisconsin: Paleoecological evidence for long-distance seed dispersal,NA
356,Raigastvere Lake,RaigastvereLake.Pirrus.1987.lpd,58.6,26.67,52,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,"Pirrus, R.; Rouk, A.M.; Liiva, A.",1987,Geology and stratigraphy of the reference site of Lake Raigastvere in Saadjaerv drumlin field.,Palaeohydrology of the temperate zone II. Lakes.
357,Rapid,Rapid.Fall.1994.lpd,42.73,-109.19,3134,North America>United States Of America>Wyoming,North America>United States Of America>Wyoming,"Fall, P.L.",1988,Vegetation dynamics in the southern Rocky Mountains: Late Pleistocene and Holocene timberline fluctuations,NA
358,RC12-10,RC12-10.Poore.2003.lpd,23,-95.53,-3054,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,"Poore, R. Z.; Dowsett, H. J.; Verardo, S.; Quinn, T. M.",2003,Millennial- to century-scale variability in Gulf of Mexico Holocene climate records,Paleoceanography
359,Red Rock,RedRock.Maher.1972.lpd,40.08,-105.54,3095,North America>United States Of America>Colorado,North America>United States Of America>Colorado,"Maher, Louis J.",1972,"Absolute pollen diagram of Redrock Lake, Boulder County, Colorado",Quaternary Research
360,Reidel,Reidel.Almquist-Jacobson.1992.lpd,46.21,-95.28,443,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Almquist-Jacobson, Heather; Almendinger, James E.; Hobbie, Sarah",1992,Influence of terrestrial vegetation on sediment-forming processes in kettle lakes of west-central Minnesota,Quaternary Research
361,Renland,Renland.Johnsen.1992.lpd,71.3,-26.7,2350,North America>Greenland,North America>Greenland,"Johnsen, S. J.; Clausen, H. B.; Dansgaard, W.; Fuhrer, K.; Gundestrup, N.; Hammer, C. U.; Iversen, P.; Jouzel, J.; Stauffer, B.; steffensen, J. P.",1992,Irregular glacial interstadials recorded in a new Greenland ice core,Nature
362,Riviere Feuilles 2,RiviereFeuilles2.Larouche.1981.lpd,58.22,-71.95,225,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA
363,Rukatunturi,Rukatunturi.Hicks.1985.lpd,66.17,29.15,462,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Hicks, Sheila",1985,"Problems and possibilities in correlating historical/archaeological and pollen-analytical evidence in a northern boreal environment: An example from Kuusamo, Finland",Fennoscandia archaeologica
364,SacredLake,SacredLake.Loomis.2012.lpd,0.08,37.53,2350,Africa>Eastern Africa>Kenya,Africa>Eastern Africa>Kenya,"Loomis, Shannon E.; Russell, James M.; Ladd, Bethany; Street-Perrott, F. Alayne; Sinninghe Damst̩, Jaap S.",2012,Calibration and application of the branched GDGT temperature proxy on East African lake sediments,Earth and Planetary Science Letters
365,Saegistalsee,SaegistalseePollen.Wick.2003.lpd,46.68,7.98,1940,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Wick, Lucia; van Leeuwen, Jacqueline F.N.; van der Knaap, Willem O.; Lotter, Andr̩ F.",2003,"Holocene vegetation development in the catchment of S _gistalsee (1935 m asl), a small lake in the Swiss Alps",Journal of Paleolimnology
366,Sahara Sand Wetland,SaharaSandWetland.Rao.2019.lpd,48.1204,88.3573,2450,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Rao, Zhiguo; Huang, Chao; Xie, Luhua; Shi, Fuxi; Zhao, Yan; Cao, Jiantao; Gou, Xiaohua; Chen, Jianhui; Chen, Fahu",2019,Long-term summer warming trend during the Holocene in central Asia indicated by alpine peat   -cellulose   13C record,Quaternary Science Reviews
367,Saint-Jean Ile dOrleans,Saint-JeanOrleans.Richard.1981.lpd,46.93,-70.93,68,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA
368,Saint Calixte,SaintCalixte.Larouche.NA.lpd,45.96,-73.87,261,North America>Canada>Quebec,North America>Canada>Quebec,NA,NA,NA,NA
369,Saint-Thomas,SaintThomas.Voeltzel.1987.lpd,47.27,-1.75,1,Europe>Western Europe>France,Europe>Western Europe>France,"Voeltzel, D.",1987,Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants,NA
370,Saint Viaud Contin,SaintViaudContin.Bernard.1996.lpd,47.27,-2.02,2,Europe>Western Europe>France,Europe>Western Europe>France,"Bernard, J.",1996,Paleoenvironnement du Pays de Retz et du marais breton-vendeen,NA
371,Salada Pequena,SaladaPequena.EPD.lpd,41.03,-0.22,357,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,NA,NA,NA,NA
372,Schwarzsee ob Soelden,SchwarzseeobSoelden.Ilyashuk.2011.lpd,46.97,10.95,2796,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Ilyashuk, Elena A.; Koinig, Karin A.; Heiri, Oliver; Ilyashuk, Boris P.; Psenner, Roland",2011,"Holocene temperature variations at a high-altitude site in the eastern Alps: A chironomid record from Schwarzsee ob Șlden, Austria",Quaternary Science Reviews
373,Schwarzsee Reschenscheideck,SchwarzseeReschenscheideck.Welten.1982.lpd,46.87,10.48,1725,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Welten, M.",1982,Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis,Denkschriften der Schweizerischen Naturforschenden Gesellschaft
374,Screaming Lynx Lake,ScreamingLynxLake.Clegg.2011.lpd,66.0667,-145.4,223,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Clegg, B. F.; Kelly, R.; Clarke, G. H.; Walker, I. R.; Hu, F. S.",2011,Nonlinear response of summer temperature to Holocene insolation forcing in Alaska,Proceedings of the National Academy of Sciences
375,Secret Lake,SecretLake.Lasher.2017.lpd,76.58,-68.66,250,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Lasher, G. Everett; Axford, Yarrow; McFarlin, Jamie M.; Kelly, Meredith A.; Osterberg, Erich C.; Berkelhammer, Max B.",2017,Holocene temperatures and isotopes of precipitation in northwest Greenland recorded in lacustrine organic materials,Quaternary Science Reviews
376,Sharkey,Sharkey.Shuman.2016.lpd,44.59,-93.41,308,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Shuman, Bryan N.; Marsicek, Jeremiah",2016,The structure of Holocene climate change in mid-latitude North America,Quaternary Science Reviews
377,Sihailongwan Maar,SihailongwanMaar.Stebich.2015.lpd,42.28,126.6,797,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Stebich, Martina; Rehfeld, Kira; Schl _tz, Frank; Tarasov, Pavel E.; Liu, Jiaqi; Mingram, Jens",2015,Holocene vegetation and climate dynamics of NE China based on the pollen record from Sihailongwan Maar Lake,Quaternary Science Reviews
378,Siple Dome A,SipleDomeA.Das.2008.lpd,-81.65,-148.82,621,Antarctica,Antarctica,"Das, Sarah B.; Alley, Richard B.",2008,Rise in frequency of surface melting at Siple Dome through the Holocene: Evidence for increasing marine influence on the climate of West Antarctica,Journal of Geophysical Research
379,Lake Sixteen,Sixteen.Futyma.1986.lpd,45.6,-84.32,216,North America>United States Of America>Michigan,North America>United States Of America>Michigan,"Futyma, Richard P.; Miller, Norton G.",1986,"Stratigraphy and genesis of the Lake Sixteen peatland, northern Michigan",Canadian Journal of Botany
380,Skrzetuszewskie,Skrzetuszewskie.Litt.2001.lpd,52.55,17.36,109,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Litt, Thomas; Brauer, Achim; Goslar, Tomasz; Merkt, Josef; Ba  aga, Krystyna; M _ller, Helmut; Ralska-Jasiewiczowa, Magdalena; Stebich, Martina; Negendank, J̦rg F.W.",2001,Correlation and synchronisation of Lateglacial continental sequences in northern central Europe based on annually laminated lacustrine sediments,Quaternary Science Reviews
381,Sluggan,Sluggan.Smith.1991.lpd,54.78,-6.26,52,Europe>Northern Europe>British Isles>United Kingdom,Europe>Northern Europe>British Isles>United Kingdom,"Smith, A. G.; Goddard, I. C.",1991,"A 12,500 year record of vegetational history at Sluggan Bog, Co. Antrim, N. Ireland (incorporating a pollen zone scheme for the non-specialist)",New Phytologist
382,SO90_56KA,SO90_56KA.Doose-Rolinski.2001.lpd,24.833,65.916,-695,Indian Ocean>Arabian Sea,Indian Ocean>Arabian Sea,"Doose-Rolinski, Heidi; Rogalla, Ulf; Scheeder, Georg; L _ckge, Andreas; von Rad, Ulrich",2001,High-resolution temperature and evaporation changes during the Late Holocene in the northeastern Arabian Sea,Paleoceanography
383,Sokli,Sokli.Shala.2017.lpd,67.81,29.28,220,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Shala, Shyhrete; Helmens, Karin F; Luoto, Tomi P; Salonen, J Sakari; V _liranta, Minna; Weckstr̦m, Jan",2017,Comparison of quantitative Holocene temperature reconstructions using multiple proxies from a northern boreal lake,The Holocene
384,South African Summer Rainfall Zone,SouthAfricanRainfallZone.Chevalier.2015.lpd,-27.2415,28.5447,1500,Africa>Southern Africa>South Africa,Africa>Southern Africa>South Africa,"Chevalier, Manuel; Chase, Brian M.",2015,Southeast African records reveal a coherent shift from high- to low-latitude forcing mechanisms along the east African margin across last glacial   interglacial transition,Quaternary Science Reviews
385,Southern California,SouthernCalifornia.Ohlwein.2012.lpd,33.7689,-116.66,2399,North America>United States Of America>California,North America>United States Of America>California,"Ohlwein, Christian; Wahl, Eugene R.",2012,Review of probabilistic pollen-climate transfer methods,Quaternary Science Reviews
386,South Island,SouthIsland.Williams.2005.lpd,-42,172,990,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"Williams, P.W.; King, D.N.T.; Zhao, J.-X.; Collerson, K.D.",2005,"Late Pleistocene to Holocene composite speleothem 18O and 13C chronologies from South Island, New Zealand   did a global Younger Dryas really exist?",Earth and Planetary Science Letters
387,Soylegrotta,Soylegrotta.Lauritzen.1999.lpd,66.62,13.68,280,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Lauritzen, Stein-Erik; Lundberg, Joyce",1999,Calibration of the speleothem delta function: An absolute temperature record for the Holocene in northern Norway,The Holocene
388,Spannagel,Spannagel.Fohlmeister.2012.lpd,47.1167,11.6667,2524,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Fohlmeister, Jens; Vollweiler, Nicole; Sp̦tl, Christoph; Mangini, Augusto",2013,"COMNISPA II: Update of a mid-European isotope climate record, 11 ka to present",The Holocene
389,Spruce Pond,SprucePond.Shuman.2016.lpd,41.24,-74.2,223,North America>United States Of America>New York,North America>United States Of America>New York,"Shuman, Bryan N.; Marsicek, Jeremiah",2016,The structure of Holocene climate change in mid-latitude North America,Quaternary Science Reviews
390,Staroselsky Moch,StaroselskyMoch.Novenko.2018.lpd,56.58,32.92,255,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Novenko, E Yu; Tsyganov, A N; Olchev, A V",2018,Palaeoecological data as a tool to predict possible future vegetation changes in the boreal forest zone of European Russia: A case study from the Central Forest Biosphere Reserve,IOP Conference Series: Earth and Environmental Science
391,Station 803,Station803.Bringue.2012.lpd,70.6328,-135.8803,-218,Arctic Ocean>Beaufort Sea,Arctic Ocean>Beaufort Sea,"Bringu̩, Manuel; Rochon, Andr̩",2012,"Late Holocene paleoceanography and climate variability over the Mackenzie Slope (Beaufort Sea, Canadian Arctic)",Marine Geology
392,Stazersee,Stazersee.Heiri.2015.lpd,46.4962,9.8689,1809,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Heiri, Oliver; Ilyashuk, Boris; Millet, Laurent; Samartin, St̩phanie; Lotter, Andr̩ F",2015,Stacking of discontinuous regional palaeoclimate records: Chironomid-based summer temperatures from the alpine region,The Holocene
393,Steel,Steel.Shuman.2016.lpd,46.97,-94.68,415,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Shuman, Bryan N.; Marsicek, Jeremiah",2016,The structure of Holocene climate change in mid-latitude North America,Quaternary Science Reviews
394,Stella Lake,StellaLake.Reinemann.2009.lpd,39.005,-114.32,3170,North America>United States Of America>Nevada,North America>United States Of America>Nevada,"Reinemann, Scott A.; Porinchu, David F.; Bloom, Amy M.; Mark, Bryan G.; Box, Jason E.",2009,"A multi-proxy paleolimnological reconstruction of Holocene climate conditions in the Great Basin, United States",Quaternary Research
395,Straldzha mire,Straldzhamire.Tonkov.2009.lpd,42.63,26.77,137,Europe>Eastern Europe>Bulgaria,Europe>Eastern Europe>Bulgaria,"Tonkov, Spassimir; Bozilova, Elissaveta; Jungner, H̦gne",2009,7. Mire Straldza (southeastern Bulgaria): Late Holocene vegetation history,Grana
396,Sudoble Lake,SudobleLake.Elovicheva.1985.lpd,54.03,28.1,165,Europe>Eastern Europe>Belarus,Europe>Eastern Europe>Belarus,"Elovicheva, Ya.K.; Bogdel, I.I.",1985,Novye razrezy golosena Belarusi [New Holocene sections of Byelorussia],Geologicheskoe stroenie osadochnoi tolshchi Belorussii [Geological composition of sedimentary sequence of Byelorussia]
397,Sutherland,Sutherland.Shuman.2016.lpd,41.39,-74.2,129,North America>United States Of America>New York,North America>United States Of America>New York,"Shuman, Bryan N.; Marsicek, Jeremiah",2016,The structure of Holocene climate change in mid-latitude North America,Quaternary Science Reviews
398,Svartvatnet-Svalbard,Svartvatnet-Svalbard.Luoto.2018.lpd,76.895,15.676,63,Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen,Atlantic Ocean>North Atlantic Ocean>Svalbard And Jan Mayen,"Luoto, Tomi P.; Ojala, Antti E. K.; Arppe, Laura; Brooks, Stephen J.; Kurki, Eija; Oksman, Mimmi; Wooller, Matthew J.; Zaj  czkowski, Marek",2018,Synchronized proxy-based temperature reconstructions reveal mid- to late Holocene climate oscillations in high arctic Svalbard,Journal of Quaternary Science
399,Swienskuhle DAH III,SwienskuhleDAHIII.Behre.1986.lpd,53.67,8.73,5,Europe>Western Europe>Germany,Europe>Western Europe>Germany,"Behre, K.E.; Kucan, D.",1986,"Die Reflektion archaeologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung. - Beispiele aus der Siedlungskammer Floegeln, Nordwestdeutschland",Anthropogenic indicators in pollen diagrams
400,Swietokrzyskie Lake,SwietokrzyskieLake.Makohonienko.1991.lpd,52.54,17.6,103,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Makohonienko, M.",1991,Untitled,Wstep do paleoecologi lednideiego parku Krajobvazowego
401,Szymbark,Szymbark.Szczepanek.1989.lpd,49.63,21.1,465,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Szczepanek, K.",1989,Type region P-c: Low Beskidy Mountains,Acta Palaeobotanica
402,TALDICE,TALDICE.Mezgec.2017.lpd,-72.82,159.18,2315,Antarctica,Antarctica,"Mezgec, K.; Stenni, B.; Crosta, X.; Masson-Delmotte, V.; Baroni, C.; Braida, M.; Ciardini, V.; Colizza, E.; Melis, R.; Salvatore, M. C.; Severi, M.; Scarchilli, C.; Traversi, R.; Udisti, R.; Frezzotti, M.",2017,Holocene sea ice variability driven by wind and polynya efficiency in the Ross Sea,Nature Communications
403,Talkin Tarn,TalkinTarn.Langdon.2004.lpd,54.92,-2.71,130,Europe>Northern Europe>British Isles>United Kingdom,Europe>Northern Europe>British Isles>United Kingdom,"Langdon, P.G.; Barber, K.E.; Lomas-Clarke (previously Morriss), S.H.",2004,"Reconstructing climate and environmental change in northern England through chironomid and pollen analyses: Evidence from Talkin Tarn, Cumbria",Journal of Paleolimnology
404,TanaLake,TanaLake.Loomis.2015.lpd,12,37.3,1830,Africa>Eastern Africa>Ethiopia,Africa>Eastern Africa>Ethiopia,"Loomis, Shannon E.; Russell, James M.; Lamb, Henry F.",2015,Northeast African temperature variability since the Late Pleistocene,"Palaeogeography, Palaeoclimatology, Palaeoecology"
405,Tanganyika,Tanganyika.Tierney.2008.lpd,-6.72,29.83,773,Africa>Eastern Africa>Lake Tanganyika,Africa>Eastern Africa>Lake Tanganyika,"Tierney, J. E.; Russell, J. M.; Huang, Y.; Damste, J. S. S.; Hopmans, E. C.; Cohen, A. S.",2008,"Northern Hemisphere controls on tropical southeast African climate during the past 60,000 years",Science
406,Tangled Up Lake,TangledUpLake.Anderson.2001.lpd,67.6667,-149.075,440,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Anderson, Lesleigh; Abbott, Mark B.; Finney, Bruce P.",2001,"Holocene climate inferred from oxygen isotope ratios in lake sediments, central Brooks Range, Alaska",Quaternary Research
407,Tarnowiec,Tarnowiec.Harmata.1987.lpd,49.7,21.62,220,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Harmata, K.",1987,Late-glacial and Holocene history of vegetation at Roztoki and Tarnowiec near Jaslo (Jaslo-Sanok Depression),Acta Palaeobotanica
408,Taul dintre Brazi,TauldintreBrazi.Toth.2015.lpd,45.3964,22.9017,1740,Europe>Eastern Europe>Romania,Europe>Eastern Europe>Romania,"T _th, M _nika; Magyari, Enik   K; Buczk _, Krisztina; Braun, Mih  ly; Panagiotopoulos, Konstantinos; Heiri, Oliver",2015,Chironomid-inferred Holocene temperature changes in the south Carpathians (Romania),The Holocene
409,Taul Muced,TaulMuced.Diaconu.2017.lpd,47.5739,24.545,1360,Europe>Eastern Europe>Romania,Europe>Eastern Europe>Romania,"Diaconu, Andrei-Cosmin; T _th, M _nika; Lamentowicz, Mariusz; Heiri, Oliver; Kuske, Eliza; Tan    u, Ioan; Panait, Andrei-Marian; Braun, Mih  ly; Feurdean, Angelica",2017,"How warm? How wet? Hydroclimate reconstruction of the past 7500 years in northern Carpathians, Romania","Palaeogeography, Palaeoclimatology, Palaeoecology"
410,Temje,Temje.Nazarova.2013.lpd,62.05,129.48,217,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Nazarova, Larisa; L _pfert, Herman; Subetto, Dmitry; Pestryakova, Ludmila; Diekmann, Bernhard",2013,Holocene climate conditions in central Yakutia (eastern Siberia) inferred from sediment composition and fossil chironomids of Lake Temje,Quaternary International
411,Tiancai Lake,TiancaiLake.Zhang.2017.lpd,26.63,99.72,3900,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Zhang, Enlou; Chang, Jie; Cao, Yanmin; Sun, Weiwei; Shulmeister, James; Tang, Hongqu; Langdon, Peter G.; Yang, Xiangdong; Shen, Ji",2017,Holocene high-resolution quantitative summer temperature reconstruction based on subfossil chironomids from the southeast margin of the Qinghai-Tibetan Plateau,Quaternary Science Reviews
412,Tigalmamine,Tigalmamine.Cheddadi.1998.lpd,32.9,-4.65,1630,Africa>Northern Africa>Morocco,Africa>Northern Africa>Morocco,"Cheddadi, R.; Lamb, H. F.; Guiot, J.; van der Kaars, S.",1998,Holocene climatic change in Morocco: A quantitative reconstruction from pollen data,Climate Dynamics
413,Lake TK2,TK2.Porinchu.2019.lpd,66.3476,-104.9457,241,North America>Canada>Nunavut,North America>Canada>Nunavut,"Porinchu, David F.; MacDonald, Glen M.; Moser, Katrina A.; Rolland, Nicolas; Kremenetski, Konstantin; Sepp _, Heikki; R _hland, Kathleen M.",2019,Evidence of abrupt climate change at 9.3 ka and 8.2 ka in the central Canadian Arctic: Connection to the North Atlantic and Atlantic Meridional Overturning Circulation,Quaternary Science Reviews
414,TN057-17,TN057-17.Nielsen.2004.lpd,-50,6,-3700,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Nielsen, Simon H.H.; Ko̤, Nal̢n; Crosta, Xavier",2004,Holocene climate in the Atlantic sector of the Southern Ocean: Controlled by insolation or oceanic circulation?,Geology
415,TN062-0550,TN062-0550.Barron.2018.lpd,40.8656,-124.573,-569,NA,Pacific Ocean>North Pacific Ocean,"Barron, John A.; Bukry, David; Heusser, Linda E.; Addison, Jason A.; Alexander, Clark R.",2018,"High-resolution climate of the past   _7300 years of coastal northernmost California: Results from diatoms, silicoflagellates, and pollen",Quaternary International
416,Topptjonna,Topptjonna.Paus.2011.lpd,62.38,9.67,1316,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Paus, Aage; Velle, Gaute; Berge, Jan",2011,"The Lateglacial and early Holocene vegetation and environment in the Dovre mountains, central Norway, as signalled in two Lateglacial nunatak lakes",Quaternary Science Reviews
417,Tornetrask,Tornetrask.Grudd.2002.lpd,68,20,400,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Grudd, H̴kan; Briffa, Keith R.; Karl̩n, Wibjorn; Bartholin, Thomas S.; Jones, Philip D.; Kromer, Bernd",2002,A 7400-year tree-ring chronology in northern Swedish Lapland: Natural climatic variability expressed on annual to millennial timescales,The Holocene
418,Toskaljavri,Toskaljavri.Seppa.2002.lpd,69.2,21.47,704,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Sepp _, Heikki; Nyman, Marjut; Korhola, Atte; Weckstr̦m, Jan",2002,Changes of treelines and alpine vegetation in relation to post-glacial climate dynamics in northern Fennoscandia based on pollen and chironomid records,Journal of Quaternary Science
419,Tourbiere de Lanorie Henri,TourbieredeLanorieHenri.Comtois.1982.lpd,45.99,-73.3,18,North America>Canada>Quebec,North America>Canada>Quebec,"Comtois, Paul",1982,Histoire holoc̬ne du climat et de la v̩g̩tation    Lanoraie (Qu̩bec),Canadian Journal of Earth Sciences
420,Tourbiere de Lanorie St Jean,TourbieredeLanorieStJean.Comtois.1982.lpd,46,-73.22,20,North America>Canada>Quebec,North America>Canada>Quebec,"Comtois, Paul",1982,Histoire holoc̬ne du climat et de la v̩g̩tation    Lanoraie (Qu̩bec),Canadian Journal of Earth Sciences
421,Tumbulovaty,Tumbulovaty.Kultti.2004.lpd,67.12,59.57,115,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"V _liranta, M.; Salonen, J. S.; Heikkil _, M.; Amon, L.; Helmens, K.; Klimaschewski, A.; Kuhry, P.; Kultti, S.; Poska, A.; Shala, S.; Veski, S.; Birks, H. H.",2015,Plant macrofossil evidence for an early onset of the Holocene summer thermal maximum in northernmost Europe,Nature Communications
