"","id","lat","lon","sitename","filename","elevation","country","gcmd_location","author","pub_year","title","journal","archive_type","min_age","max_age","proxy","num_record","num_control","url"
"214",214,44.36,10.12,"Lago Verdarolo","LagoVerdarolo.Samartin.2011.lpd",1390,"Europe>Southern Europe>Italy","Europe>Southern Europe>Italy","Samartin, S.; Heiri, O.; Joos, F.; Renssen, H.; Franke, J.; Broennimann, S.; Tinner, W.",2017,"Warm Mediterranean mid-Holocene summers inferred from fossil midge assemblages","Nature Geoscience","LakeSediment",-59,13720,"chironomid",50,8,"www.ncdc.noaa.gov/paleo/study/21030"
"215",215,-14.4667,-61.0667,"Laguna Chaplin","LagunaChaplin.Punyasena.2008.lpd",225,"South America>Bolivia","South America>Bolivia","Punyasena, Surangi W.; Mayle, Francis E.; McElwain, Jennifer C.",2008,"Quantitative estimates of glacial and Holocene temperature and precipitation change in lowland Amazonian Bolivia","Geology","LakeSediment",-44,15144,"pollen",32,9,"this compilation"
"216",216,41.23,-0.17,"Laguna Salada Chiprana","LagunaSaladaChiprana.EPD.lpd",150,"Europe>Southern Europe>Spain","Europe>Southern Europe>Spain",NA,NA,NA,NA,"LakeSediment",-8.78,7395.29,"pollen",39,6,"this compilation"
"217",217,61.4833,26.0833,"Laihalampi","Laihalampi.Giesecke.2008.lpd",137,"Europe>Northern Europe>Scandinavia>Finland","Europe>Northern Europe>Scandinavia>Finland","Giesecke, T.; Bjune, A.E.; Chiverrell, R.C.; Sepp _, H.; Ojala, A.E.K.; Birks, H.J.B.",2008,"Exploring Holocene continentality changes in Fennoscandia using present and past tree distributions","Quaternary Science Reviews","LakeSediment",0,11000,"pollen",150,9,"this compilation"
"218",218,68.26,65.8,"Lyadhej-To","LakeLyadhej-To.Andreev.2005.lpd",150,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Andreev, Andrei A.; Tarasov, Pavel E.; Ilyashuk, Boris P.; Ilyashuk, Elena A.; Cremer, Holger; Hermichen, Wolf-Dieter; Wischer, Frank; Hubberten, Hans-Wolfgang",2005,"Holocene environmental history recorded in Lake Lyadhej-To sediments, polar Urals, Russia","Palaeogeography, Palaeoclimatology, Palaeoecology","LakeSediment",68.889,10888.064,"chironomid",60,7,"this compilation"
"219",219,49.05,-120.1833,"Lake of the Woods","LakeoftheWoods.Palmer.2002.lpd",2050,"North America>Canada>British Columbia","North America>Canada>British Columbia","Palmer, Samantha; Walker, Ian; Heinrichs, Markus; Hebda, Richard; Scudder, Geoffrey",2002,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)","Journal of Paleolimnology","LakeSediment",-122.2515,11788.5609,"chironomid",63,8,"this compilation"
"220",220,48.7833,-123.4445,"Stowell Lake","LakeStowell.Lemmen.2018.lpd",70,"North America>Canada>British Columbia","North America>Canada>British Columbia","Lemmen, J.; Lacourse, T.",2018,"Fossil chironomid assemblages and inferred summer temperatures for the past 14,000 years from a low-elevation lake in Pacific Canada","Journal of Paleolimnology","LakeSediment",-57,14183,"chironomid",119,8,"this compilation"
"221",221,-25.84,-45.2,"LaPAS_KF02","LaPAS_KF02.Pivel.2013.lpd",-827,"Atlantic Ocean>South Atlantic Ocean","Atlantic Ocean>South Atlantic Ocean","Pivel, M.A.G.; Santarosa, A.C.A.; Toledo, F.A.L.; Costa, K.B.",2013,"The Holocene onset in the southwestern South Atlantic","Palaeogeography, Palaeoclimatology, Palaeoecology","MarineSediment",402,12958,"foraminifera",101,9,"10.1594/PANGAEA.809921"
"222",222,69,25,"Lapland","Lapland.Helama.2009.lpd",335,"Europe>Northern Europe>Scandinavia>Norway","Europe>Northern Europe>Scandinavia>Norway","Helama, Samuli; Timonen, Mauri; Holopainen, Jari; Ogurtsov, Maxim G.; Mielik _inen, Kari; Eronen, Matti; Lindholm, Markus; Meril _inen, Jouko",2009,"Summer temperature variations in Lapland during the Medieval Warm Period and the Little Ice Age relative to natural instability of thermohaline circulation on multi-decadal and multi-centennial scales","Journal of Quaternary Science","Wood",-55,7450,"TRW",7506,NA,"www.ncdc.noaa.gov/paleo/study/15444"
"223",223,-66.7697,112.8069,"Law Dome DSS","LawDome.Dahl-Jensen.1999.lpd",1390,"Antarctica","Antarctica","Dahl-Jensen, Dorthe; Morgan, Vin I.; Elcheikh, Alan",1999,"Monte Carlo inverse modelling of the Law Dome (Antarctica) temperature profile","Annals of Glaciology","GlacierIce",-45,7452,"borehole",34,NA,"10.1594/PANGAEA.587008"
"224",224,57.92,-75.62,"Lake LB1","LB1.Gajewski.1993.lpd",200,"North America>Canada>Quebec","North America>Canada>Quebec","Gajewski, K.; Payette, S.; Ritchie, J. C.",1993,"Holocene vegetation history at the boreal-forest-shrub-tundra transition in northwestern Quebec","The Journal of Ecology","LakeSediment",7,6931,"pollen",28,7,"this compilation"
"225",225,52.56,17.39,"Lednica -1","Lednica-1.Makohonienko.1991.lpd",109,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Makohonienko, M.",1991,"Untitled","Wstep do paleoecologi lednideiego parku Krajobvazowego","LakeSediment",345.51,10381.85,"pollen",84,6,"this compilation"
"226",226,52.56,17.39,"Lednica -2","Lednica-2.Litt.1991.lpd",109,"Europe>Eastern Europe>Poland","Europe>Eastern Europe>Poland","Litt, T.; Tobolski, K.",1991,"Beitraege zur postglazialen Vegetaionsgeschichte im Lednica-Gebiet","Wstep do paleoekologii Lednickiego Parku Krajobrazowego","LakeSediment",144.06,10063.66,"pollen",103,6,"this compilation"
"227",227,48.44,-0.19,"Le Fourneau","LeFourneau.Barbier.1999.lpd",276,"Europe>Western Europe>France","Europe>Western Europe>France","Barbier, D.",1999,"Histoire de la vegetation du nord-mayennais de la fin du Weichselien a l'aube du XXIeme siecle. Mise en evidence d'un tardiglaciaire armoricain. Interactions homme-milieu.",NA,"Peat",73.8,10914.79,"pollen",46,6,"this compilation"
"228",228,45.47,5.42,"Le Grand Lemps","LeGrandLemps.Clerc.1988.lpd",680,"Europe>Western Europe>France","Europe>Western Europe>France","Clerc, J.",1988,"Recherches pollenanalytiques sur la paleo-ecologie tardiglaciaire et Holocene du Bas-Dauphine",NA,"Peat",-4.36,10963.87,"pollen",160,6,"this compilation"
"229",229,37.89,-115.58,"Leviathan","Leviathan.Lachniet.2014.lpd",2400,"North America>United States Of America>Nevada","North America>United States Of America>Nevada","Lachniet, Matthew S.; Denniston, Rhawn F.; Asmerom, Yemane; Polyak, Victor J.",2014,"Orbital control of western North America atmospheric circulation and climate over two glacial cycles","Nature Communications","Speleothem",0,174100,NA,NA,25,"www.ncdc.noaa.gov/paleo/study/16517"
"230",230,59.1099,163.1524,"Lifebuoy Lake","LifebuoyLake.Solivieva.2015.lpd",20,"Europe>Eastern Europe>Russian Federation","Europe>Eastern Europe>Russian Federation","Solovieva, N.; Klimaschewski, A.; Self, A.E.; Jones, V.J.; Andr̩n, E.; Andreev, A.A.; Hammarlund., D.; Lepskaya, E.V.; Nazarova, L.",2015,"The Holocene environmental history of a small coastal lake on the northeastern Kamchatka Peninsula","Global and Planetary Change","LakeSediment",-4,6508,"chironomid",89,8,"this compilation"
"231",231,59.22,27.58,"Liivjarve Bog","LiivjarveBog.Koff.1989.lpd",46,"Europe>Northern Europe>Estonia","Europe>Northern Europe>Estonia","Koff, T.",1989,"Reconstruction of palaeogeographical conditions in NE Estonia on the basis of bog and lake deposits","In: Estonia-Finnish seminar on environmental questions.","Peat",332.37,10636.84,"pollen",64,6,"this compilation"
"232",232,48.93,-1.54,"Lingreville","Lingreville.Billard.1995.lpd",5,"Europe>Western Europe>France","Europe>Western Europe>France","Billard, Cyrille; Clet-Pellerin, Martine; Lautridou, Jean-Pierre; Giffault, Mich̬le",1995,"Un site protohistorique littoral dans le havre de la Vanl̩e    Lingreville et Bricqueville-sur-Mer (Manche)","Revue arch̩ologique de l'ouest","MarineSediment",-33.75,3999.69,"pollen",52,6,"this compilation"
